match_no,inning,ball,non_striker,batsman,bowler,runs_extra,runs_batsman,runs_total,extras,player_out,elimination_kind,fielders_caught,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
MI vs RCB 2021-04-09,1st innings,16.5,Ishan Kishan,KA Pollard,Mohammed Siraj,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,16.6,Ishan Kishan,KA Pollard,Mohammed Siraj,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,16.7,KA Pollard,Ishan Kishan,Mohammed Siraj,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,17.1,Ishan Kishan,KA Pollard,HV Patel,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,17.2,Ishan Kishan,KA Pollard,HV Patel,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,17.3,KA Pollard,Ishan Kishan,HV Patel,0,2,2,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,17.4,KA Pollard,Ishan Kishan,HV Patel,0,0,0,,Ishan Kishan,lbw,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,17.5,KA Pollard,KH Pandya,HV Patel,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,17.6,KA Pollard,KH Pandya,HV Patel,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,18.1,KA Pollard,KH Pandya,KA Jamieson,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,18.2,KH Pandya,KA Pollard,KA Jamieson,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,18.3,KA Pollard,KH Pandya,KA Jamieson,1,4,5,noballs,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,18.4,KA Pollard,KH Pandya,KA Jamieson,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,18.5,KA Pollard,KH Pandya,KA Jamieson,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,18.6,KH Pandya,KA Pollard,KA Jamieson,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,18.7,KH Pandya,KA Pollard,KA Jamieson,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,19.1,KA Pollard,KH Pandya,HV Patel,0,0,0,,KH Pandya,caught,DT Christian,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,19.2,M Jansen,KA Pollard,HV Patel,0,0,0,,KA Pollard,caught,Washington Sundar,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,19.3,RD Chahar,M Jansen,HV Patel,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,19.4,RD Chahar,M Jansen,HV Patel,0,0,0,,M Jansen,bowled,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,19.5,RD Chahar,JJ Bumrah,HV Patel,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,1st innings,19.6,RD Chahar,JJ Bumrah,HV Patel,0,1,1,,RD Chahar,run out,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,0.1,V Kohli,Washington Sundar,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,0.2,V Kohli,Washington Sundar,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,0.3,V Kohli,Washington Sundar,TA Boult,5,0,5,wides,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,0.4,V Kohli,Washington Sundar,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,0.5,V Kohli,Washington Sundar,TA Boult,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,0.6,Washington Sundar,V Kohli,TA Boult,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,0.7,Washington Sundar,V Kohli,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,1.1,V Kohli,Washington Sundar,JJ Bumrah,0,2,2,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,1.2,V Kohli,Washington Sundar,JJ Bumrah,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,1.3,V Kohli,Washington Sundar,JJ Bumrah,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,1.4,V Kohli,Washington Sundar,JJ Bumrah,0,2,2,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,1.5,V Kohli,Washington Sundar,JJ Bumrah,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,1.6,Washington Sundar,V Kohli,JJ Bumrah,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,2.1,V Kohli,Washington Sundar,TA Boult,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,2.2,Washington Sundar,V Kohli,TA Boult,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,2.3,Washington Sundar,V Kohli,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,2.4,Washington Sundar,V Kohli,TA Boult,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,2.5,V Kohli,Washington Sundar,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,2.6,V Kohli,Washington Sundar,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,3.1,Washington Sundar,V Kohli,M Jansen,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,3.2,Washington Sundar,V Kohli,M Jansen,1,0,1,legbyes,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,3.3,V Kohli,Washington Sundar,M Jansen,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,3.4,V Kohli,Washington Sundar,M Jansen,1,1,2,noballs,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,3.5,Washington Sundar,V Kohli,M Jansen,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,3.6,Washington Sundar,V Kohli,M Jansen,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,3.7,V Kohli,Washington Sundar,M Jansen,0,2,2,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,4.1,Washington Sundar,V Kohli,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,4.2,V Kohli,Washington Sundar,KH Pandya,0,0,0,,Washington Sundar,caught,CA Lynn,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,4.3,V Kohli,RM Patidar,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,4.4,RM Patidar,V Kohli,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,4.5,V Kohli,RM Patidar,KH Pandya,0,2,2,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,4.6,V Kohli,RM Patidar,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,5.1,V Kohli,RM Patidar,TA Boult,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,5.2,V Kohli,RM Patidar,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,5.3,V Kohli,RM Patidar,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,5.4,V Kohli,RM Patidar,TA Boult,1,0,1,wides,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,5.5,V Kohli,RM Patidar,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,5.6,V Kohli,RM Patidar,TA Boult,0,0,0,,RM Patidar,bowled,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,5.7,V Kohli,GJ Maxwell,TA Boult,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,6.1,GJ Maxwell,V Kohli,KH Pandya,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,6.2,GJ Maxwell,V Kohli,KH Pandya,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,6.3,GJ Maxwell,V Kohli,KH Pandya,0,2,2,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,6.4,GJ Maxwell,V Kohli,KH Pandya,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,6.5,GJ Maxwell,V Kohli,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,6.6,V Kohli,GJ Maxwell,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,7.1,V Kohli,GJ Maxwell,RD Chahar,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,7.2,V Kohli,GJ Maxwell,RD Chahar,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,7.3,GJ Maxwell,V Kohli,RD Chahar,0,3,3,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,7.4,V Kohli,GJ Maxwell,RD Chahar,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,7.5,V Kohli,GJ Maxwell,RD Chahar,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,7.6,V Kohli,GJ Maxwell,RD Chahar,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,8.1,V Kohli,GJ Maxwell,KH Pandya,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,8.2,V Kohli,GJ Maxwell,KH Pandya,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,8.3,V Kohli,GJ Maxwell,KH Pandya,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,8.4,V Kohli,GJ Maxwell,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,8.5,GJ Maxwell,V Kohli,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,8.6,V Kohli,GJ Maxwell,KH Pandya,0,4,4,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,9.1,GJ Maxwell,V Kohli,M Jansen,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,9.2,GJ Maxwell,V Kohli,M Jansen,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,9.3,V Kohli,GJ Maxwell,M Jansen,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,9.4,GJ Maxwell,V Kohli,M Jansen,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,9.5,V Kohli,GJ Maxwell,M Jansen,1,0,1,wides,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,9.6,V Kohli,GJ Maxwell,M Jansen,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,9.7,V Kohli,GJ Maxwell,M Jansen,1,0,1,wides,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,9.8,V Kohli,GJ Maxwell,M Jansen,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,10.1,V Kohli,GJ Maxwell,KH Pandya,0,6,6,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,10.2,V Kohli,GJ Maxwell,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,10.3,GJ Maxwell,V Kohli,KH Pandya,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,10.4,GJ Maxwell,V Kohli,KH Pandya,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,10.5,GJ Maxwell,V Kohli,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,10.6,V Kohli,GJ Maxwell,KH Pandya,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,11.1,V Kohli,GJ Maxwell,RD Chahar,0,6,6,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,11.2,V Kohli,GJ Maxwell,RD Chahar,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,11.3,GJ Maxwell,V Kohli,RD Chahar,0,2,2,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,11.4,GJ Maxwell,V Kohli,RD Chahar,0,0,0,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,11.5,GJ Maxwell,V Kohli,RD Chahar,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,11.6,V Kohli,GJ Maxwell,RD Chahar,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,12.1,V Kohli,GJ Maxwell,JJ Bumrah,0,2,2,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,12.2,V Kohli,GJ Maxwell,JJ Bumrah,0,1,1,,,,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
MI vs RCB 2021-04-09,2nd innings,12.3,GJ Maxwell,V Kohli,JJ Bumrah,0,0,0,,V Kohli,lbw,,KN Ananthapadmanabhan,Nitin Menon,HV Patel,Royal Challengers Bangalore,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",09-04-2021
